 :<PROG=1 SEG=M  TRM=9999 SYS=+20 PRB1=+24 PRB2=+23 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
 :<PROG=1 SEG=3H TRM=INDF SYS=-40 PRB1=-33 PRB2=-32 PRB3=- 7 VAC=9999>
